shots_on_goal_local,shots_on_goal_away,shots_off_goal_local,shots_off_goal_away,total_shots_local,total_shots_away,blocked_shots_local,blocked_shots_away,shots_insidebox_local,shots_insidebox_away,shots_outsidebox_local,shots_outsidebox_away,fouls_local,fouls_away,corners_local,corners_away,offsides_local,offsides_away,ball_possession_local,ball_possession_away,yellow_cards_local,yellow_cards_away,red_cards_local,red_cards_away,goalkeeper_saves_local,goalkeeper_saves_away,pass_precision_local,pass_precision_away,fixture_id_2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204653
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204654
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204655
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204656
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204657
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204658
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204659
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204660
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204661
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204662
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204663
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204664
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204665
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204666
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204668
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204669
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204670
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204671
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204672
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204673
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204674
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204675
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204676
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204677
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204678
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204679
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204680
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204681
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204682
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204683
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204684
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204685
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204686
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204687
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204688
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204689
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204690
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204691
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204692
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204693
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204694
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204695
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204696
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204697
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204698
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204699
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204700
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204701
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204702
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204703
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204704
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204705
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204706
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204707
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204708
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204709
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204710
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204711
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204712
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204713
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204714
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204715
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204716
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204717
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204718
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204719
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204720
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204721
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204722
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204723
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204724
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204725
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204726
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204727
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204728
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204729
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204730
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204731
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204732
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204733
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204734
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204735
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204736
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204737
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204738
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204739
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204740
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204741
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204742
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204743
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204744
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204745
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204746
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204747
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204748
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204749
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204750
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204751
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204752
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204753
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204754
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204755
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204756
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204757
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204758
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204759
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204760
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204761
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204762
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204763
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204764
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204765
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204766
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204767
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204768
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204769
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204770
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204771
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204772
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204773
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204774
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204776
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204777
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204778
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204779
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204780
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204781
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204782
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204783
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204784
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204785
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204786
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204787
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204788
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204789
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204790
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204791
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204792
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204793
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204794
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204795
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204796
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204797
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204798
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204799
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204800
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204801
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204802
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204803
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204804
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204805
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204806
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204807
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204808
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204809
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204810
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204811
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204812
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204813
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204814
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204815
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204816
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204817
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204818
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204819
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204820
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204821
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204822
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204823
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204824
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204825
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204826
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204827
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204828
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204829
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204830
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204831
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204832
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204833
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204834
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204835
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204836
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204837
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204838
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204839
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204840
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204841
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204842
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204843
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204844
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204845
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204846
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204847
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204848
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204849
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204850
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204851
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204852
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204853
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204854
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204855
,,,,,,,,,,,,,,,,,,,,,,,,,,,,204856
1.0,3.0,7.0,5.0,9.0,11.0,1.0,3.0,7.0,5.0,2.0,6.0,12.0,15.0,4.0,5.0,4.0,2.0,42%,58%,2,1,,,3.0,,306.0,451.0,878322
3.0,4.0,14.0,,20.0,6.0,3.0,2.0,14.0,4.0,6.0,2.0,10.0,8.0,9.0,2.0,4.0,2.0,55%,45%,3,1,,,1.0,1.0,458.0,398.0,878323
3.0,1.0,5.0,4.0,13.0,6.0,5.0,1.0,7.0,3.0,6.0,3.0,15.0,6.0,6.0,4.0,1.0,3.0,62%,38%,4,2,,,,1.0,498.0,302.0,878324
5.0,4.0,3.0,2.0,12.0,8.0,4.0,2.0,7.0,6.0,5.0,2.0,11.0,20.0,4.0,2.0,4.0,1.0,58%,42%,5,3,,,3.0,5.0,502.0,356.0,878325
2.0,4.0,7.0,3.0,15.0,8.0,6.0,1.0,5.0,7.0,10.0,1.0,16.0,5.0,3.0,2.0,3.0,1.0,48%,52%,1,2,,,3.0,1.0,355.0,383.0,878326
5.0,5.0,1.0,3.0,8.0,10.0,2.0,2.0,4.0,3.0,4.0,7.0,21.0,18.0,1.0,3.0,1.0,,45%,55%,1,2,,,3.0,5.0,355.0,441.0,878327
2.0,3.0,10.0,2.0,15.0,9.0,3.0,4.0,5.0,6.0,10.0,3.0,11.0,14.0,3.0,3.0,3.0,1.0,62%,38%,3,3,,,1.0,1.0,489.0,298.0,878328
3.0,4.0,5.0,1.0,10.0,7.0,2.0,2.0,7.0,2.0,3.0,5.0,13.0,11.0,5.0,3.0,2.0,1.0,36%,64%,1,1,1.0,,3.0,3.0,346.0,651.0,878329
,3.0,8.0,6.0,11.0,11.0,3.0,2.0,6.0,8.0,5.0,3.0,8.0,13.0,3.0,1.0,4.0,3.0,54%,46%,1,2,,,2.0,,444.0,381.0,878330
2.0,2.0,9.0,3.0,16.0,9.0,5.0,4.0,9.0,6.0,7.0,3.0,19.0,9.0,10.0,2.0,1.0,4.0,58%,42%,4,1,1.0,,2.0,2.0,394.0,299.0,878331
3.0,4.0,3.0,6.0,7.0,18.0,1.0,8.0,6.0,11.0,1.0,7.0,14.0,7.0,2.0,11.0,,,35%,65%,4,3,,,2.0,1.0,234.0,425.0,878332
5.0,1.0,8.0,7.0,15.0,12.0,2.0,4.0,11.0,8.0,4.0,4.0,13.0,12.0,3.0,6.0,2.0,1.0,44%,56%,2,3,,,1.0,4.0,327.0,416.0,878333
3.0,1.0,7.0,2.0,10.0,5.0,,2.0,9.0,2.0,1.0,3.0,17.0,16.0,5.0,6.0,2.0,5.0,58%,42%,2,1,,,1.0,1.0,404.0,295.0,878334
2.0,,6.0,7.0,14.0,8.0,6.0,1.0,11.0,1.0,3.0,7.0,19.0,11.0,6.0,1.0,1.0,3.0,56%,44%,2,2,1.0,,,2.0,405.0,332.0,878335
6.0,2.0,5.0,2.0,13.0,7.0,2.0,3.0,10.0,3.0,3.0,4.0,15.0,7.0,2.0,4.0,5.0,,26%,74%,,,,,1.0,2.0,244.0,708.0,878336
1.0,4.0,5.0,5.0,8.0,11.0,2.0,2.0,6.0,7.0,2.0,4.0,15.0,17.0,2.0,4.0,,4.0,45%,55%,3,3,,,1.0,1.0,326.0,404.0,878337
5.0,3.0,5.0,7.0,13.0,14.0,3.0,4.0,7.0,9.0,6.0,5.0,11.0,15.0,2.0,6.0,3.0,2.0,46%,54%,7,6,1.0,1.0,1.0,3.0,395.0,458.0,878338
7.0,3.0,11.0,4.0,21.0,8.0,3.0,1.0,13.0,6.0,8.0,2.0,9.0,18.0,4.0,4.0,3.0,4.0,57%,43%,2,3,,,2.0,5.0,483.0,366.0,878339
5.0,,4.0,3.0,11.0,5.0,2.0,2.0,8.0,4.0,3.0,1.0,16.0,10.0,4.0,2.0,4.0,4.0,57%,43%,5,3,,1.0,,4.0,404.0,311.0,878340
5.0,7.0,3.0,5.0,10.0,18.0,2.0,6.0,5.0,9.0,5.0,9.0,17.0,9.0,1.0,3.0,4.0,3.0,47%,53%,2,1,,,3.0,5.0,411.0,461.0,878341
6.0,1.0,4.0,4.0,11.0,8.0,1.0,3.0,6.0,7.0,5.0,1.0,10.0,8.0,5.0,7.0,,2.0,56%,44%,,1,,,1.0,6.0,525.0,404.0,878342
8.0,2.0,13.0,3.0,23.0,7.0,2.0,2.0,17.0,5.0,6.0,2.0,16.0,14.0,3.0,2.0,2.0,3.0,59%,41%,4,1,1.0,1.0,1.0,7.0,414.0,281.0,878343
3.0,4.0,3.0,5.0,7.0,12.0,1.0,3.0,3.0,5.0,4.0,7.0,14.0,8.0,4.0,6.0,,1.0,46%,54%,4,6,1.0,1.0,4.0,2.0,382.0,462.0,878344
5.0,1.0,6.0,4.0,12.0,9.0,1.0,4.0,8.0,1.0,4.0,8.0,16.0,10.0,10.0,4.0,6.0,3.0,48%,52%,4,3,,,1.0,4.0,423.0,476.0,878345
4.0,,2.0,5.0,6.0,6.0,,1.0,5.0,2.0,1.0,4.0,17.0,11.0,4.0,2.0,1.0,4.0,52%,48%,2,2,,,,1.0,416.0,391.0,878346
6.0,1.0,3.0,5.0,9.0,7.0,,1.0,6.0,4.0,3.0,3.0,16.0,11.0,3.0,3.0,3.0,1.0,51%,49%,3,6,,1.0,1.0,3.0,430.0,402.0,878347
7.0,3.0,4.0,6.0,14.0,11.0,3.0,2.0,7.0,6.0,7.0,5.0,12.0,11.0,8.0,3.0,2.0,,59%,41%,2,2,,1.0,2.0,5.0,387.0,265.0,878348
2.0,3.0,11.0,5.0,16.0,11.0,3.0,3.0,9.0,4.0,7.0,7.0,15.0,16.0,8.0,3.0,2.0,1.0,54%,46%,4,2,,,2.0,1.0,410.0,352.0,878349
5.0,3.0,1.0,2.0,9.0,7.0,3.0,2.0,8.0,3.0,1.0,4.0,16.0,15.0,3.0,5.0,6.0,4.0,34%,66%,3,1,,,3.0,3.0,287.0,565.0,878350
2.0,1.0,8.0,3.0,18.0,7.0,8.0,3.0,9.0,4.0,9.0,3.0,13.0,15.0,3.0,4.0,2.0,1.0,65%,35%,1,2,,,1.0,2.0,491.0,264.0,878351
3.0,7.0,6.0,6.0,10.0,21.0,1.0,8.0,5.0,10.0,5.0,11.0,15.0,12.0,2.0,17.0,3.0,2.0,37%,63%,3,1,,,7.0,2.0,272.0,457.0,878352
3.0,6.0,4.0,7.0,17.0,18.0,10.0,5.0,10.0,9.0,7.0,9.0,8.0,9.0,5.0,4.0,4.0,2.0,54%,46%,2,4,,,3.0,2.0,419.0,364.0,878353
2.0,4.0,5.0,4.0,11.0,8.0,4.0,,7.0,7.0,4.0,1.0,8.0,24.0,7.0,5.0,1.0,1.0,50%,50%,3,3,,,3.0,2.0,333.0,344.0,878354
3.0,1.0,3.0,3.0,7.0,6.0,1.0,2.0,4.0,4.0,3.0,2.0,26.0,15.0,1.0,3.0,4.0,2.0,23%,77%,,2,,,,2.0,215.0,710.0,878355
2.0,3.0,2.0,8.0,6.0,17.0,2.0,6.0,2.0,10.0,4.0,7.0,13.0,13.0,2.0,4.0,3.0,3.0,59%,41%,1,2,,,3.0,1.0,522.0,345.0,878356
3.0,4.0,6.0,6.0,12.0,17.0,3.0,7.0,9.0,13.0,3.0,4.0,19.0,7.0,4.0,10.0,2.0,5.0,38%,62%,1,1,,,4.0,2.0,315.0,508.0,878357
4.0,1.0,4.0,3.0,12.0,6.0,4.0,2.0,10.0,2.0,2.0,4.0,16.0,14.0,2.0,1.0,2.0,1.0,33%,67%,3,2,,,1.0,1.0,253.0,531.0,878358
5.0,4.0,4.0,3.0,13.0,8.0,4.0,1.0,7.0,7.0,6.0,1.0,12.0,13.0,5.0,6.0,,4.0,66%,34%,5,,,,1.0,4.0,534.0,271.0,878359
6.0,3.0,2.0,6.0,11.0,12.0,3.0,3.0,4.0,7.0,7.0,5.0,17.0,13.0,4.0,5.0,3.0,4.0,53%,47%,4,2,,1.0,2.0,4.0,429.0,368.0,878360
5.0,1.0,7.0,5.0,14.0,7.0,2.0,1.0,7.0,4.0,7.0,3.0,14.0,16.0,3.0,3.0,,2.0,49%,51%,3,8,,1.0,,4.0,370.0,392.0,878361
4.0,2.0,6.0,9.0,12.0,12.0,2.0,1.0,8.0,6.0,4.0,6.0,13.0,11.0,9.0,2.0,1.0,2.0,67%,33%,3,2,,,,3.0,483.0,246.0,878362
6.0,1.0,8.0,6.0,18.0,8.0,4.0,1.0,8.0,4.0,10.0,4.0,15.0,18.0,7.0,3.0,1.0,,67%,33%,3,4,,1.0,,3.0,455.0,220.0,878363
4.0,2.0,4.0,4.0,11.0,10.0,3.0,4.0,8.0,5.0,3.0,5.0,19.0,17.0,2.0,4.0,5.0,,50%,50%,2,4,,1.0,2.0,3.0,371.0,363.0,878364
7.0,6.0,6.0,1.0,18.0,8.0,5.0,1.0,15.0,7.0,3.0,1.0,11.0,19.0,7.0,4.0,,1.0,61%,39%,2,6,,,3.0,4.0,483.0,319.0,878365
6.0,2.0,5.0,4.0,17.0,8.0,6.0,2.0,8.0,6.0,9.0,2.0,10.0,14.0,9.0,6.0,2.0,,54%,46%,1,1,,,2.0,6.0,384.0,333.0,878366
8.0,1.0,5.0,3.0,15.0,8.0,2.0,4.0,9.0,3.0,6.0,5.0,13.0,14.0,7.0,,5.0,1.0,55%,45%,2,1,,,1.0,4.0,443.0,366.0,878367
2.0,1.0,4.0,5.0,8.0,11.0,2.0,5.0,7.0,5.0,1.0,6.0,12.0,11.0,5.0,3.0,2.0,2.0,39%,61%,1,2,,,1.0,1.0,301.0,475.0,878368
2.0,1.0,6.0,6.0,8.0,8.0,,1.0,5.0,5.0,3.0,3.0,15.0,13.0,5.0,3.0,1.0,4.0,50%,50%,5,3,,,1.0,2.0,350.0,372.0,878369
6.0,3.0,6.0,7.0,14.0,13.0,2.0,3.0,7.0,1.0,7.0,12.0,12.0,10.0,5.0,2.0,3.0,,44%,56%,5,3,,,2.0,2.0,320.0,415.0,878370
4.0,6.0,4.0,6.0,10.0,13.0,2.0,1.0,6.0,10.0,4.0,3.0,14.0,14.0,1.0,6.0,,3.0,65%,35%,2,,,,4.0,3.0,520.0,281.0,878371
3.0,7.0,9.0,10.0,14.0,21.0,2.0,4.0,11.0,13.0,3.0,8.0,18.0,14.0,3.0,11.0,5.0,1.0,36%,64%,3,6,1.0,1.0,5.0,1.0,194.0,353.0,878372
4.0,6.0,5.0,6.0,10.0,14.0,1.0,2.0,7.0,8.0,3.0,6.0,10.0,8.0,3.0,5.0,4.0,1.0,34%,66%,,1,,1.0,4.0,3.0,263.0,516.0,878373
3.0,1.0,2.0,2.0,7.0,3.0,2.0,,4.0,2.0,3.0,1.0,13.0,11.0,4.0,1.0,,4.0,54%,46%,3,4,,,1.0,2.0,472.0,394.0,878374
6.0,5.0,7.0,6.0,15.0,12.0,2.0,1.0,8.0,7.0,7.0,5.0,14.0,16.0,4.0,4.0,2.0,2.0,66%,34%,4,5,,,3.0,5.0,411.0,214.0,878375
8.0,4.0,4.0,4.0,13.0,11.0,1.0,3.0,9.0,6.0,4.0,5.0,18.0,18.0,2.0,2.0,2.0,2.0,49%,51%,3,1,,,3.0,6.0,377.0,376.0,878376
5.0,3.0,6.0,7.0,13.0,11.0,2.0,1.0,9.0,7.0,4.0,4.0,11.0,12.0,6.0,4.0,2.0,,49%,51%,1,2,,,2.0,3.0,369.0,387.0,878377
10.0,1.0,2.0,3.0,14.0,7.0,2.0,3.0,6.0,3.0,8.0,4.0,12.0,12.0,11.0,1.0,1.0,3.0,57%,43%,3,3,,,1.0,8.0,488.0,365.0,878378
2.0,1.0,9.0,,13.0,3.0,2.0,2.0,5.0,2.0,8.0,1.0,12.0,11.0,10.0,3.0,2.0,2.0,62%,38%,4,2,,1.0,,,362.0,222.0,878379
6.0,2.0,7.0,1.0,18.0,5.0,5.0,2.0,11.0,3.0,7.0,2.0,14.0,14.0,5.0,,2.0,4.0,58%,42%,2,6,1.0,,1.0,5.0,488.0,358.0,878380
2.0,3.0,6.0,3.0,14.0,8.0,6.0,2.0,9.0,2.0,5.0,6.0,15.0,21.0,4.0,,2.0,2.0,70%,30%,1,1,,,3.0,2.0,581.0,256.0,878381
5.0,2.0,4.0,3.0,10.0,5.0,1.0,,6.0,3.0,4.0,2.0,18.0,21.0,3.0,2.0,3.0,2.0,53%,47%,2,4,,,1.0,5.0,408.0,378.0,878382
1.0,1.0,9.0,5.0,12.0,8.0,2.0,2.0,11.0,6.0,1.0,2.0,8.0,16.0,9.0,6.0,1.0,2.0,69%,31%,4,4,,1.0,,1.0,546.0,246.0,878383
2.0,3.0,4.0,10.0,12.0,26.0,6.0,13.0,7.0,14.0,5.0,12.0,11.0,10.0,5.0,7.0,2.0,4.0,19%,81%,3,3,1.0,,3.0,2.0,162.0,729.0,878384
7.0,4.0,4.0,3.0,13.0,9.0,2.0,2.0,8.0,7.0,5.0,2.0,14.0,14.0,2.0,4.0,1.0,4.0,47%,53%,,5,,1.0,3.0,4.0,369.0,408.0,878385
6.0,3.0,10.0,3.0,20.0,8.0,4.0,2.0,12.0,6.0,8.0,2.0,15.0,12.0,4.0,3.0,2.0,,45%,55%,1,5,,1.0,2.0,4.0,341.0,420.0,878386
4.0,1.0,6.0,7.0,12.0,11.0,2.0,3.0,6.0,7.0,6.0,4.0,8.0,10.0,4.0,4.0,1.0,3.0,57%,43%,2,4,,,1.0,3.0,485.0,349.0,878387
2.0,4.0,8.0,8.0,13.0,17.0,3.0,5.0,7.0,9.0,6.0,8.0,13.0,13.0,3.0,9.0,3.0,,51%,49%,1,3,,,4.0,2.0,362.0,331.0,878388
5.0,3.0,5.0,3.0,12.0,7.0,2.0,1.0,6.0,6.0,6.0,1.0,20.0,20.0,2.0,3.0,2.0,2.0,69%,31%,1,3,,,3.0,3.0,564.0,251.0,878389
3.0,2.0,4.0,12.0,8.0,18.0,1.0,4.0,8.0,11.0,,7.0,12.0,7.0,3.0,6.0,1.0,3.0,33%,67%,3,2,,,2.0,2.0,252.0,510.0,878390
4.0,2.0,6.0,4.0,13.0,12.0,3.0,6.0,4.0,5.0,9.0,7.0,15.0,11.0,3.0,6.0,1.0,1.0,51%,49%,2,2,,,3.0,4.0,362.0,339.0,878391
7.0,1.0,5.0,3.0,15.0,6.0,3.0,2.0,9.0,3.0,6.0,3.0,16.0,18.0,3.0,4.0,4.0,1.0,62%,38%,3,3,,,,6.0,506.0,316.0,878392
7.0,4.0,8.0,3.0,20.0,12.0,5.0,5.0,11.0,8.0,9.0,4.0,12.0,12.0,4.0,5.0,,4.0,40%,60%,3,1,,,4.0,5.0,271.0,409.0,878393
